year,sector,data_category,data_type,data_value,unit,data_source,area
2018,LULUCF,Forest plantation,Settlement,326.8211538461518,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Forest plantation,Settlement,341.0307692307671,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Forest plantation,Settlement,355.24038461538237,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Forest plantation,Settlement,369.44999999999766,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Forest plantation,Wetland,9.33923076923076,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Forest plantation,Wetland,18.67846153846152,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Forest plantation,Wetland,28.01769230769228,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Forest plantation,Wetland,37.35692307692304,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Forest plantation,Wetland,46.6961538461538,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Forest plantation,Wetland,56.03538461538456,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Forest plantation,Wetland,65.37461538461531,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Forest plantation,Wetland,74.71384615384608,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Forest plantation,Wetland,84.05307692307684,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Forest plantation,Wetland,93.39230769230761,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Forest plantation,Wetland,102.73153846153838,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Forest plantation,Wetland,112.07076923076914,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Forest plantation,Wetland,121.40999999999991,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Forest plantation,Wetland,130.74923076923068,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Forest plantation,Wetland,140.08846153846144,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Forest plantation,Wetland,149.4276923076922,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Forest plantation,Wetland,158.76692307692298,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Forest plantation,Wetland,168.10615384615375,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Forest plantation,Wetland,177.4453846153845,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Forest plantation,Wetland,186.78461538461528,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Forest plantation,Wetland,196.12384615384605,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Forest plantation,Wetland,205.4630769230768,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Forest plantation,Wetland,214.80230769230758,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Forest plantation,Wetland,224.14153846153835,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Forest plantation,Wetland,233.4807692307691,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Forest plantation,Wetland,242.81999999999988,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Grassland,Annual crop,11201.9365384615,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Grassland,Annual crop,22403.873076923,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Grassland,Annual crop,33605.809615384496,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Grassland,Annual crop,44807.746153846,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Grassland,Annual crop,56009.6826923075,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Grassland,Annual crop,67211.61923076899,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Grassland,Annual crop,78413.55576923049,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Grassland,Annual crop,89615.49230769198,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Grassland,Annual crop,100817.42884615347,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Grassland,Annual crop,112019.36538461497,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Grassland,Annual crop,123221.30192307646,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Grassland,Annual crop,134423.23846153796,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Grassland,Annual crop,145625.17499999946,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Grassland,Annual crop,156827.11153846097,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Grassland,Annual crop,168029.04807692248,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Grassland,Annual crop,179230.984615384,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Grassland,Annual crop,190432.9211538455,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Grassland,Annual crop,201634.857692307,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Grassland,Annual crop,212836.79423076852,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Grassland,Annual crop,224038.73076923002,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Grassland,Annual crop,235240.66730769153,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Grassland,Annual crop,246442.60384615304,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Grassland,Annual crop,257644.54038461455,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Grassland,Annual crop,268846.476923076,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Grassland,Annual crop,280048.4134615375,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Grassland,Annual crop,291250.349999999,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Grassland,Forest,71529.2584615384,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Grassland,Forest,143058.5169230768,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Grassland,Forest,214587.77538461518,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Grassland,Forest,286117.0338461536,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Grassland,Forest,357646.292307692,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Grassland,Forest,429175.5507692304,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Grassland,Forest,500704.8092307688,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Grassland,Forest,572234.0676923072,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Grassland,Forest,643763.3261538455,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Grassland,Forest,715292.5846153839,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Grassland,Forest,786821.8430769222,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Grassland,Forest,858351.1015384606,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Grassland,Forest,929880.3599999989,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Grassland,Forest,1001409.6184615373,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Grassland,Forest,1072938.8769230756,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Grassland,Forest,1144468.135384614,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Grassland,Forest,1215997.3938461526,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Grassland,Forest,1287526.652307691,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Grassland,Forest,1359055.9107692295,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Grassland,Forest,1430585.169230768,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Grassland,Forest,1502114.4276923065,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Grassland,Forest,1573643.686153845,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Grassland,Forest,1645172.9446153834,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Grassland,Forest,1716702.2030769219,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Grassland,Forest,1788231.4615384603,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Grassland,Forest,1859760.7199999988,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Grassland,Forest plantation,2293.64653846153,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Grassland,Forest plantation,4587.29307692306,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Grassland,Forest plantation,6880.93961538459,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Grassland,Forest plantation,9174.58615384612,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Grassland,Forest plantation,11468.232692307649,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Grassland,Forest plantation,13761.879230769178,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Grassland,Forest plantation,16055.525769230708,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Grassland,Forest plantation,18349.17230769224,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Grassland,Forest plantation,20642.81884615377,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Grassland,Forest plantation,22936.465384615298,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Grassland,Forest plantation,25230.111923076827,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Grassland,Forest plantation,27523.758461538357,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Grassland,Forest plantation,29817.404999999886,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Grassland,Forest plantation,32111.051538461415,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Grassland,Forest plantation,34404.69807692295,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Grassland,Forest plantation,36698.34461538448,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Grassland,Forest plantation,38991.99115384601,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Grassland,Forest plantation,41285.63769230754,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Grassland,Forest plantation,43579.284230769066,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Grassland,Forest plantation,45872.930769230596,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Grassland,Forest plantation,48166.577307692125,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Grassland,Forest plantation,50460.223846153654,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Grassland,Forest plantation,52753.870384615184,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Grassland,Forest plantation,55047.51692307671,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Grassland,Forest plantation,57341.16346153824,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Grassland,Forest plantation,59634.80999999977,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Grassland,Grassland,5938029.54,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Grassland,Grassland,5850749.880000001,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Grassland,Grassland,5763470.220000001,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Grassland,Grassland,5676190.5600000005,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Grassland,Grassland,5588910.9,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Grassland,Grassland,5501631.240000001,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Grassland,Grassland,5414351.580000001,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Grassland,Grassland,5327071.920000001,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Grassland,Grassland,5239792.260000002,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Grassland,Grassland,5152512.6000000015,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Grassland,Grassland,5065232.940000001,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Grassland,Grassland,4977953.280000002,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Grassland,Grassland,4890673.620000002,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Grassland,Grassland,4803393.960000002,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Grassland,Grassland,4716114.300000003,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Grassland,Grassland,4628834.640000002,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Grassland,Grassland,4541554.980000002,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Grassland,Grassland,4454275.320000002,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Grassland,Grassland,4366995.660000002,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Grassland,Grassland,4279716.000000002,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Grassland,Grassland,4192436.3400000026,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Grassland,Grassland,4105156.6800000025,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Grassland,Grassland,4017877.0200000023,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Grassland,Grassland,3930597.360000002,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Grassland,Grassland,3843317.700000003,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Grassland,Grassland,3756038.040000003,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Grassland,Others,1546.58423076923,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Grassland,Others,3093.16846153846,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Grassland,Others,4639.75269230769,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Grassland,Others,6186.33692307692,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Grassland,Others,7732.92115384615,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Grassland,Others,9279.50538461538,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Grassland,Others,10826.089615384612,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Grassland,Others,12372.67384615384,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Grassland,Others,13919.25807692307,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Grassland,Others,15465.842307692299,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Grassland,Others,17012.42653846153,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Grassland,Others,18559.010769230757,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Grassland,Others,20105.594999999987,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Grassland,Others,21652.179230769216,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Grassland,Others,23198.763461538445,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Grassland,Others,24745.347692307674,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Grassland,Others,26291.931923076903,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Grassland,Others,27838.516153846133,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Grassland,Others,29385.10038461536,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Grassland,Others,30931.68461538459,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Grassland,Others,32478.26884615382,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Grassland,Others,34024.85307692305,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Grassland,Others,35571.43730769228,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Grassland,Others,37118.02153846151,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Grassland,Others,38664.60576923074,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Grassland,Others,40211.189999999966,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Grassland,Perrenial crop,4.14692307692307,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Grassland,Perrenial crop,8.29384615384614,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Grassland,Perrenial crop,12.44076923076921,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Grassland,Perrenial crop,16.58769230769228,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Grassland,Perrenial crop,20.73461538461535,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Grassland,Perrenial crop,24.88153846153842,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Grassland,Perrenial crop,29.02846153846149,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Grassland,Perrenial crop,33.17538461538456,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Grassland,Perrenial crop,37.32230769230763,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Grassland,Perrenial crop,41.469230769230705,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Grassland,Perrenial crop,45.61615384615378,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Grassland,Perrenial crop,49.76307692307685,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Grassland,Perrenial crop,53.909999999999926,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Grassland,Perrenial crop,58.056923076923,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Grassland,Perrenial crop,62.20384615384607,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Grassland,Perrenial crop,66.35076923076915,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Grassland,Perrenial crop,70.49769230769222,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Grassland,Perrenial crop,74.64461538461529,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Grassland,Perrenial crop,78.79153846153837,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Grassland,Perrenial crop,82.93846153846144,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Grassland,Perrenial crop,87.08538461538451,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Grassland,Perrenial crop,91.23230769230759,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Grassland,Perrenial crop,95.37923076923066,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Grassland,Perrenial crop,99.52615384615373,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Grassland,Perrenial crop,103.6730769230768,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Grassland,Perrenial crop,107.81999999999988,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Grassland,Settlement,172.523076923076,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Grassland,Settlement,345.046153846152,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Grassland,Settlement,517.5692307692279,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Grassland,Settlement,690.092307692304,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Grassland,Settlement,862.61538461538,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Grassland,Settlement,1035.1384615384559,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Grassland,Settlement,1207.6615384615318,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Grassland,Settlement,1380.1846153846077,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Grassland,Settlement,1552.7076923076836,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Grassland,Settlement,1725.2307692307595,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Grassland,Settlement,1897.7538461538354,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Grassland,Settlement,2070.2769230769113,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Grassland,Settlement,2242.7999999999874,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Grassland,Settlement,2415.3230769230636,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Grassland,Settlement,2587.8461538461397,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Grassland,Settlement,2760.369230769216,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Grassland,Settlement,2932.892307692292,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Grassland,Settlement,3105.415384615368,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Grassland,Settlement,3277.9384615384442,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Grassland,Settlement,3450.4615384615204,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Grassland,Settlement,3622.9846153845965,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Grassland,Settlement,3795.5076923076726,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Grassland,Settlement,3968.030769230749,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Grassland,Settlement,4140.553846153824,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Grassland,Settlement,4313.0769230769,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Grassland,Settlement,4485.599999999976,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Grassland,Wetland,531.56423076923,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Grassland,Wetland,1063.12846153846,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Grassland,Wetland,1594.6926923076899,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Grassland,Wetland,2126.25692307692,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Grassland,Wetland,2657.82115384615,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Grassland,Wetland,3189.38538461538,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Grassland,Wetland,3720.9496153846103,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Grassland,Wetland,4252.51384615384,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Grassland,Wetland,4784.07807692307,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Grassland,Wetland,5315.642307692299,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Grassland,Wetland,5847.206538461529,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Grassland,Wetland,6378.770769230759,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Grassland,Wetland,6910.334999999988,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Grassland,Wetland,7441.899230769218,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Grassland,Wetland,7973.4634615384475,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Grassland,Wetland,8505.027692307678,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Grassland,Wetland,9036.591923076909,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Grassland,Wetland,9568.15615384614,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Grassland,Wetland,10099.72038461537,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Grassland,Wetland,10631.2846153846,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Grassland,Wetland,11162.84884615383,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Grassland,Wetland,11694.413076923061,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Grassland,Wetland,12225.977307692292,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Grassland,Wetland,12757.541538461523,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Grassland,Wetland,13289.105769230753,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Grassland,Wetland,13820.669999999984,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Others,Annual crop,2260.51615384615,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Others,Annual crop,4521.0323076923,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Others,Annual crop,6781.548461538449,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Others,Annual crop,9042.0646153846,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Others,Annual crop,11302.58076923075,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Others,Annual crop,13563.0969230769,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Others,Annual crop,15823.613076923051,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Others,Annual crop,18084.129230769202,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Others,Annual crop,20344.645384615353,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Others,Annual crop,22605.161538461503,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Others,Annual crop,24865.677692307654,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Others,Annual crop,27126.193846153805,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Others,Annual crop,29386.709999999955,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Others,Annual crop,31647.226153846106,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Others,Annual crop,33907.74230769226,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Others,Annual crop,36168.258461538404,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Others,Annual crop,38428.77461538455,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Others,Annual crop,40689.2907692307,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Others,Annual crop,42949.806923076845,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Others,Annual crop,45210.32307692299,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Others,Annual crop,47470.83923076914,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Others,Annual crop,49731.355384615286,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Others,Annual crop,51991.87153846143,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Others,Annual crop,54252.38769230758,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Others,Annual crop,56512.90384615373,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Others,Annual crop,58773.419999999875,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Others,Forest,7510.57269230769,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Others,Forest,15021.14538461538,Ha,Hunting 1995 and ESA 2021,Mainland
